Centro,Tipologia,Id encuesta,Total Encuestas,Total Completas,Total Parciales,Nuevas Completas Hoy,Nuevas Parciales Hoy,Nuevas Completas D-1,Nuevas Parciales D-1,Nuevas Completas D-2,Nuevas Parciales D-2
CEIP LA MEDITERRÀNIA,Secundaria,731134,0,0,0,0,0,0,0,0,0
CEIP LA MEDITERRÀNIA,Profesorado,243423,0,0,0,0,0,0,0,0,0
IES CAMPO DE TÚRIA,Primaria,249674,0,0,0,0,0,0,0,0,0
IES CAMPO DE TÚRIA,Secundaria,785769,304,285,19,0,0,0,1,0,1
IES CAMPO DE TÚRIA,Profesorado,723429,16,10,6,0,0,0,0,0,0
CEIP FRANCESC CANDELA,Primaria,263256,82,77,5,0,0,0,1,0,0
CEIP FRANCESC CANDELA,Secundaria,214763,0,0,0,0,0,0,0,0,0
CEIP FRANCESC CANDELA,Profesorado,584861,5,4,1,0,0,0,0,1,0
CEIP VIRGEN DEL PILAR-CARRASCALET,Primaria,318467,27,23,4,0,0,0,0,0,0
CEIP VIRGEN DEL PILAR-CARRASCALET,Secundaria,926758,0,0,0,0,0,0,0,0,0
CEIP VIRGEN DEL PILAR-CARRASCALET,Profesorado,189477,13,8,5,0,0,0,0,0,0
COLEGIO SAN JOSÉ,Primaria,212838,103,69,34,0,0,0,0,0,0
COLEGIO SAN JOSÉ,Secundaria,126535,19,15,4,0,0,0,0,0,0
COLEGIO SAN JOSÉ,Profesorado,759293,28,23,5,0,0,0,0,0,0
COLEGIO SANTA ANA SABIÑÁNIGO,Primaria,897622,0,0,0,0,0,0,0,0,0
COLEGIO SANTA ANA SABIÑÁNIGO,Secundaria,181219,0,0,0,0,0,0,0,0,0
COLEGIO SANTA ANA SABIÑÁNIGO,Profesorado,961741,12,9,3,1,0,1,0,4,2
IES JOSÉ MARÍA PARRA,Primaria,821359,0,0,0,0,0,0,0,0,0
IES JOSÉ MARÍA PARRA,Secundaria,673487,395,336,59,0,0,0,0,1,0
IES JOSÉ MARÍA PARRA,Profesorado,166679,17,11,6,0,0,0,0,0,0
IES SANJE,Primaria,785971,0,0,0,0,0,0,0,0,0
IES SANJE,Secundaria,224368,317,248,69,0,0,0,0,0,0
IES SANJE,Profesorado,672916,41,18,23,0,0,0,0,0,0
IES SANTA LUCÍA DEL TRAMPAL,Primaria,176673,0,0,0,0,0,0,0,0,0
IES SANTA LUCÍA DEL TRAMPAL,Secundaria,533226,97,37,60,0,0,0,0,0,0
IES SANTA LUCÍA DEL TRAMPAL,Profesorado,833456,9,5,4,1,0,0,0,0,0
CEIP MARIANO JORNET PERALES,Primaria,437897,0,0,0,0,0,0,0,0,0
CEIP MARIANO JORNET PERALES,Secundaria,796287,0,0,0,0,0,0,0,0,0
CEIP MARIANO JORNET PERALES,Profesorado,746418,0,0,0,0,0,0,0,0,0
CEIP TIGADAY,Primaria,385897,9,7,2,0,0,0,0,0,0
CEIP TIGADAY,Secundaria,892182,0,0,0,0,0,0,0,0,0
CEIP TIGADAY,Profesorado,716898,0,0,0,0,0,0,0,0,0
CPR PLURILINGÜE SAN FRANCISCO FEFAM,Primaria,281426,0,0,0,0,0,0,0,0,0
CPR PLURILINGÜE SAN FRANCISCO FEFAM,Secundaria,564158,0,0,0,0,0,0,0,0,0
CPR PLURILINGÜE SAN FRANCISCO FEFAM,Profesorado,416563,0,0,0,0,0,0,0,0,0
CEIP LA ESTACIÓN,Primaria,711552,101,91,10,0,0,0,0,18,1
CEIP LA ESTACIÓN,Secundaria,559863,0,0,0,0,0,0,0,0,0
CEIP LA ESTACIÓN,Profesorado,916946,9,9,0,1,0,3,0,5,0
COLEGIO JULIO BLANCO-BELLAVISTA,Primaria,158544,0,0,0,0,0,0,0,0,0
COLEGIO JULIO BLANCO-BELLAVISTA,Secundaria,696224,0,0,0,0,0,0,0,0,0
COLEGIO JULIO BLANCO-BELLAVISTA,Profesorado,269582,0,0,0,0,0,0,0,0,0
CEIP PÍO XII,Primaria,313611,0,0,0,0,0,0,0,0,0
CEIP PÍO XII,Secundaria,267492,0,0,0,0,0,0,0,0,0
CEIP PÍO XII,Profesorado,143867,0,0,0,0,0,0,0,0,0
IES LA CABRERA,Primaria,255728,0,0,0,0,0,0,0,0,0
IES LA CABRERA,Secundaria,297762,240,183,57,8,4,0,0,16,11
IES LA CABRERA,Profesorado,469334,28,5,23,0,0,0,0,2,16
CEIP BEATO CARMELO,Primaria,335839,28,11,17,0,0,0,0,0,0
CEIP BEATO CARMELO,Secundaria,339921,0,0,0,0,0,0,0,0,0
CEIP BEATO CARMELO,Profesorado,272348,2,1,1,0,0,0,0,0,0
COLEGIO SOPEÑA,Primaria,545178,29,20,9,0,0,0,0,0,0
COLEGIO SOPEÑA,Secundaria,715761,56,42,14,0,0,0,0,0,0
COLEGIO SOPEÑA,Profesorado,814825,14,9,5,0,0,0,0,0,0
CEIP ZURBARÁN,Primaria,919799,90,65,25,0,0,1,0,0,1
CEIP ZURBARÁN,Secundaria,644873,0,0,0,0,0,0,0,0,0
CEIP ZURBARÁN,Profesorado,795758,39,27,12,0,0,0,0,0,0
COLEGIO PAIDOS,Primaria,655139,68,62,6,0,0,14,1,0,0
COLEGIO PAIDOS,Secundaria,279912,109,95,14,0,0,22,1,16,4
COLEGIO PAIDOS,Profesorado,686166,8,2,6,0,0,0,0,0,0
COLEGIO DIOCESANO CERRILLO DE MARACENA,Primaria,895582,54,47,7,0,0,0,0,0,0
COLEGIO DIOCESANO CERRILLO DE MARACENA,Secundaria,545598,0,0,0,0,0,0,0,0,0
COLEGIO DIOCESANO CERRILLO DE MARACENA,Profesorado,165142,2,1,1,0,0,0,0,0,0
IES JAUME II EL JUST,Primaria,537335,0,0,0,0,0,0,0,0,0
IES JAUME II EL JUST,Secundaria,258461,1,0,1,0,1,0,0,0,0
IES JAUME II EL JUST,Profesorado,549717,0,0,0,0,0,0,0,0,0
COLEGIO INMACULADA JESUITAS,Primaria,469546,0,0,0,0,0,0,0,0,0
COLEGIO INMACULADA JESUITAS,Secundaria,618217,109,86,23,0,0,0,0,0,0
COLEGIO INMACULADA JESUITAS,Profesorado,358426,0,0,0,0,0,0,0,0,0
ESCOLA DOCTOR SOBREQUÉS,Primaria,319731,172,115,57,0,0,0,1,0,1
ESCOLA DOCTOR SOBREQUÉS,Secundaria,933478,0,0,0,0,0,0,0,0,0
ESCOLA DOCTOR SOBREQUÉS,Profesorado,531415,2,1,1,0,0,0,0,0,0
IES CÉSAR RODRÍGUEZ,Primaria,134248,0,0,0,0,0,0,0,0,0
IES CÉSAR RODRÍGUEZ,Secundaria,573763,146,118,28,1,1,0,0,0,0
IES CÉSAR RODRÍGUEZ,Profesorado,566156,0,0,0,0,0,0,0,0,0
COLEGIO FESB SAGRADO CORAZÓN,Primaria,237154,31,26,5,0,0,0,0,0,0
COLEGIO FESB SAGRADO CORAZÓN,Secundaria,298724,332,226,106,6,1,139,48,59,9
COLEGIO FESB SAGRADO CORAZÓN,Profesorado,974788,10,7,3,1,0,0,0,0,0
COLEGIO GARCÍA SIÑERIZ,Primaria,145359,32,25,7,0,0,0,0,0,0
COLEGIO GARCÍA SIÑERIZ,Secundaria,446563,0,0,0,0,0,0,0,0,0
COLEGIO GARCÍA SIÑERIZ,Profesorado,597525,2,2,0,0,0,0,0,0,0
IES EXTREMADURA-MONTIJO,Primaria,177662,0,0,0,0,0,0,0,0,0
IES EXTREMADURA-MONTIJO,Secundaria,734614,85,70,15,0,2,0,0,0,0
IES EXTREMADURA-MONTIJO,Profesorado,923268,18,15,3,0,0,0,0,1,0
COLEGIO NAVASCHOOL,Primaria,745125,46,39,7,19,4,20,3,0,0
COLEGIO NAVASCHOOL,Secundaria,736287,51,40,11,0,0,33,7,0,0
COLEGIO NAVASCHOOL,Profesorado,337434,13,7,6,0,0,3,1,4,5
COLEGIO LA COROLLA,Primaria,258851,55,51,4,38,1,13,2,0,0
COLEGIO LA COROLLA,Secundaria,536298,229,195,34,1,1,19,6,79,18
COLEGIO LA COROLLA,Profesorado,198275,15,13,2,1,0,1,0,3,1
INSTITUT JOAN RAMON BENAPRÈS,Primaria,451734,0,0,0,0,0,0,0,0,0
INSTITUT JOAN RAMON BENAPRÈS,Secundaria,771364,144,98,46,0,1,0,0,0,3
INSTITUT JOAN RAMON BENAPRÈS,Profesorado,942946,24,15,9,0,0,0,2,0,0
IES EL BATÁN,Primaria,917421,0,0,0,0,0,0,0,0,0
IES EL BATÁN,Secundaria,428443,2,0,2,0,2,0,0,0,0
IES EL BATÁN,Profesorado,853589,8,7,1,1,0,6,1,0,0
IES VILLA DE VALDEMORO,Primaria,934328,0,0,0,0,0,0,0,0,0
IES VILLA DE VALDEMORO,Secundaria,282336,157,136,21,77,7,0,0,36,12
IES VILLA DE VALDEMORO,Profesorado,447162,1,1,0,1,0,0,0,0,0
CEIP LA FONTETA,Primaria,189234,21,13,8,0,0,13,8,0,0
CEIP LA FONTETA,Secundaria,639698,0,0,0,0,0,0,0,0,0
CEIP LA FONTETA,Profesorado,273597,3,1,2,0,0,0,0,1,2
ESCOLA SANTA MARÍA DE GARDENY,Primaria,753411,57,43,14,0,0,0,0,0,0
ESCOLA SANTA MARÍA DE GARDENY,Secundaria,969868,0,0,0,0,0,0,0,0,0
ESCOLA SANTA MARÍA DE GARDENY,Profesorado,326216,10,7,3,0,0,0,0,0,0
COLEGIO LA HIGUERITA,Primaria,885699,0,0,0,0,0,0,0,0,0
COLEGIO LA HIGUERITA,Secundaria,325556,0,0,0,0,0,0,0,0,0
COLEGIO LA HIGUERITA,Profesorado,185251,1,1,0,0,0,0,0,0,0
CEIP DOCTORA ANNA LLUCH,Primaria,588447,38,36,2,0,0,16,1,0,0
CEIP DOCTORA ANNA LLUCH,Secundaria,821599,0,0,0,0,0,0,0,0,0
CEIP DOCTORA ANNA LLUCH,Profesorado,575154,7,5,2,2,0,0,0,2,1
CEIP PRADOLONGO,Primaria,285221,41,40,1,40,1,0,0,0,0
CEIP PRADOLONGO,Secundaria,219225,0,0,0,0,0,0,0,0,0
CEIP PRADOLONGO,Profesorado,536185,14,12,2,3,1,2,0,4,0
CEIP GREGORI MAYANS I CISCAR,Primaria,115871,0,0,0,0,0,0,0,0,0
CEIP GREGORI MAYANS I CISCAR,Secundaria,715225,0,0,0,0,0,0,0,0,0
CEIP GREGORI MAYANS I CISCAR,Profesorado,936189,0,0,0,0,0,0,0,0,0
IES JAROSO,Primaria,178132,0,0,0,0,0,0,0,0,0
IES JAROSO,Secundaria,719397,5,3,2,3,2,0,0,0,0
IES JAROSO,Profesorado,415391,0,0,0,0,0,0,0,0,0
CEIP JAUME I VINARÒS,Primaria,993217,0,0,0,0,0,0,0,0,0
CEIP JAUME I VINARÒS,Secundaria,386298,0,0,0,0,0,0,0,0,0
CEIP JAUME I VINARÒS,Profesorado,229713,0,0,0,0,0,0,0,0,0
CEIP SANT PERE APÓSTOL,Primaria,324762,0,0,0,0,0,0,0,0,0
CEIP SANT PERE APÓSTOL,Secundaria,595278,0,0,0,0,0,0,0,0,0
CEIP SANT PERE APÓSTOL,Profesorado,291895,0,0,0,0,0,0,0,0,0
COLEGIO IMMACULADA DE VILASSAR DE DALT,Primaria,772356,39,36,3,13,1,0,0,0,0
COLEGIO IMMACULADA DE VILASSAR DE DALT,Secundaria,392243,0,0,0,0,0,0,0,0,0
COLEGIO IMMACULADA DE VILASSAR DE DALT,Profesorado,149642,1,1,0,0,0,0,0,0,0
INSTITUT PREMIÀ DE MAR,Primaria,991571,0,0,0,0,0,0,0,0,0
INSTITUT PREMIÀ DE MAR,Secundaria,363445,195,120,75,80,47,0,0,36,17
INSTITUT PREMIÀ DE MAR,Profesorado,364414,26,17,9,2,1,1,0,1,0
CEIP FRANCISCO GRANGEL MASCARÓS,Primaria,295787,0,0,0,0,0,0,0,0,0
CEIP FRANCISCO GRANGEL MASCARÓS,Secundaria,568421,0,0,0,0,0,0,0,0,0
CEIP FRANCISCO GRANGEL MASCARÓS,Profesorado,482137,4,1,3,1,3,0,0,0,0
FLORIDA SECUNDARIA CATARROJA,Primaria,477968,0,0,0,0,0,0,0,0,0
FLORIDA SECUNDARIA CATARROJA,Secundaria,912153,227,163,64,31,12,60,47,0,0
FLORIDA SECUNDARIA CATARROJA,Profesorado,442974,23,9,14,0,0,0,10,3,1
COLEGIO MARISTAS IGUALADA,Primaria,141442,48,38,10,0,0,0,0,0,0
COLEGIO MARISTAS IGUALADA,Secundaria,476746,0,0,0,0,0,0,0,0,0
COLEGIO MARISTAS IGUALADA,Profesorado,946443,14,13,1,0,0,4,0,4,0
CEIP JOSE MARIA DE PEREDA,Primaria,565131,0,0,0,0,0,0,0,0,0
CEIP JOSE MARIA DE PEREDA,Secundaria,997735,0,0,0,0,0,0,0,0,0
CEIP JOSE MARIA DE PEREDA,Profesorado,727115,0,0,0,0,0,0,0,0,0
COLEGIO ENRIQUE SOLER,Primaria,796117,173,133,40,27,2,0,0,40,12
COLEGIO ENRIQUE SOLER,Secundaria,413172,0,0,0,0,0,0,0,0,0
COLEGIO ENRIQUE SOLER,Profesorado,529858,18,7,11,0,0,0,1,0,0
IES XEBIC,Primaria,526253,0,0,0,0,0,,,,
IES XEBIC,Secundaria,974617,3,0,3,0,3,,,,
IES XEBIC,Profesorado,227998,8,3,5,3,5,,,,
CEIP MAESTRO FRANCISCO MARTÍNEZ BERNAL,Primaria,254462,65,15,50,15,50,,,,
CEIP MAESTRO FRANCISCO MARTÍNEZ BERNAL,Secundaria,958584,0,0,0,0,0,,,,
CEIP MAESTRO FRANCISCO MARTÍNEZ BERNAL,Profesorado,315238,5,1,4,1,4,,,,
ESCOLA GARBÍ PERE VERGÉS,Primaria,731822,0,0,0,0,0,,,,
ESCOLA GARBÍ PERE VERGÉS,Secundaria,315895,0,0,0,0,0,,,,
ESCOLA GARBÍ PERE VERGÉS,Profesorado,827935,0,0,0,0,0,,,,
IES NÚMERO 1 CANET,Primaria,592145,0,0,0,0,0,,,,
IES NÚMERO 1 CANET,Secundaria,314521,0,0,0,0,0,,,,
IES NÚMERO 1 CANET,Profesorado,812884,0,0,0,0,0,,,,
CEIP LES COMES,Primaria,521752,0,0,0,0,0,,,,
CEIP LES COMES,Secundaria,264621,0,0,0,0,0,,,,
CEIP LES COMES,Profesorado,321626,0,0,0,0,0,,,,
COLEGIO CONSOLACIÓN BENICARLÓ,Primaria,845516,204,181,23,181,23,,,,
COLEGIO CONSOLACIÓN BENICARLÓ,Secundaria,755246,0,0,0,0,0,,,,
COLEGIO CONSOLACIÓN BENICARLÓ,Profesorado,812745,3,2,1,2,1,,,,
CEIP SANTIAGO RAMÓN Y CAJAL,Primaria,719697,0,0,0,0,0,,,,
CEIP SANTIAGO RAMÓN Y CAJAL,Secundaria,495234,0,0,0,0,0,,,,
CEIP SANTIAGO RAMÓN Y CAJAL,Profesorado,936446,20,15,5,15,5,,,,
CEIP CASTELL DEL POP,Primaria,933543,0,0,0,0,0,,,,
CEIP CASTELL DEL POP,Secundaria,462466,0,0,0,0,0,,,,
CEIP CASTELL DEL POP,Profesorado,129392,0,0,0,0,0,,,,
COLEGIO NUESTRA SEÑORA DE LOS DOLORES,Primaria,262369,1,0,1,0,1,,,,
COLEGIO NUESTRA SEÑORA DE LOS DOLORES,Secundaria,836193,0,0,0,0,0,,,,
COLEGIO NUESTRA SEÑORA DE LOS DOLORES,Profesorado,241732,0,0,0,0,0,,,,
IES SALDUBA,Primaria,613214,0,0,0,0,0,,,,
IES SALDUBA,Secundaria,323533,0,0,0,0,0,,,,
IES SALDUBA,Profesorado,848371,0,0,0,0,0,,,,
CP BERNARDO GURDIEL,Primaria,922269,0,0,0,0,0,,,,
CP BERNARDO GURDIEL,Secundaria,992925,0,0,0,0,0,,,,
CP BERNARDO GURDIEL,Profesorado,641533,0,0,0,0,0,,,,
CEIP LUÍS VIVES,Primaria,553421,0,0,0,0,0,,,,
CEIP LUÍS VIVES,Secundaria,223657,0,0,0,0,0,,,,
CEIP LUÍS VIVES,Profesorado,494532,0,0,0,0,0,,,,
IES ALHAMILLA,Primaria,836229,0,0,0,0,0,,,,
IES ALHAMILLA,Secundaria,961917,3,0,3,0,3,,,,
IES ALHAMILLA,Profesorado,752495,0,0,0,0,0,,,,
CRA LA RECTORÍA,Primaria,112137,0,0,0,0,0,,,,
CRA LA RECTORÍA,Secundaria,763664,0,0,0,0,0,,,,
CRA LA RECTORÍA,Profesorado,329575,0,0,0,0,0,,,,
BRITISH SCHOOL GRAN CANARIA,Primaria,788422,1,0,1,0,1,,,,
BRITISH SCHOOL GRAN CANARIA,Secundaria,159916,0,0,0,0,0,,,,
BRITISH SCHOOL GRAN CANARIA,Profesorado,767159,0,0,0,0,0,,,,
